2021-02-18	8	4	18	2	1	2021	0	0
2021-02-19	8	5	19	2	1	2021	0	0
2021-02-20	8	6	20	2	1	2021	1	0
2021-02-21	9	7	21	2	1	2021	1	0
2021-02-22	9	1	22	2	1	2021	0	0
2021-02-23	9	2	23	2	1	2021	0	0
2021-02-24	9	3	24	2	1	2021	0	0
2021-02-25	9	4	25	2	1	2021	0	0
2021-02-26	9	5	26	2	1	2021	0	0
2021-02-27	9	6	27	2	1	2021	1	0
2021-02-28	10	7	28	2	1	2021	1	0
2021-03-01	10	1	1	3	1	2021	0	0
2021-03-02	10	2	2	3	1	2021	0	0
2021-03-03	10	3	3	3	1	2021	0	0
2021-03-04	10	4	4	3	1	2021	0	0
2021-03-05	10	5	5	3	1	2021	0	0
2021-03-06	10	6	6	3	1	2021	1	0
2021-03-07	11	7	7	3	1	2021	1	0
2021-03-08	11	1	8	3	1	2021	0	1
2021-03-09	11	2	9	3	1	2021	0	0
2021-03-10	11	3	10	3	1	2021	0	0
2021-03-11	11	4	11	3	1	2021	0	0
2021-03-12	11	5	12	3	1	2021	0	1
2021-03-13	11	6	13	3	1	2021	1	0
2021-03-14	12	7	14	3	1	2021	1	0
2021-03-15	12	1	15	3	1	2021	0	1
2021-03-16	12	2	16	3	1	2021	0	0
2021-03-17	12	3	17	3	1	2021	0	0
2021-03-18	12	4	18	3	1	2021	0	0
2021-03-19	12	5	19	3	1	2021	0	0
2021-03-20	12	6	20	3	1	2021	1	0
2021-03-21	13	7	21	3	1	2021	1	0
2021-03-22	13	1	22	3	1	2021	0	0
2021-03-23	13	2	23	3	1	2021	0	0
2021-03-24	13	3	24	3	1	2021	0	0
2021-03-25	13	4	25	3	1	2021	0	0
2021-03-26	13	5	26	3	1	2021	0	0
2021-03-27	13	6	27	3	1	2021	1	0
2021-03-28	14	7	28	3	1	2021	1	0
2021-03-29	14	1	29	3	1	2021	0	0
2021-03-30	14	2	30	3	1	2021	0	0
2021-03-31	14	3	31	3	1	2021	0	0
2021-04-01	14	4	1	4	2	2021	0	1
2021-04-02	14	5	2	4	2	2021	0	0
2021-04-03	14	6	3	4	2	2021	1	0
2021-04-04	15	7	4	4	2	2021	1	0
2021-04-05	15	1	5	4	2	2021	0	0
2021-04-06	15	2	6	4	2	2021	0	0
2021-04-07	15	3	7	4	2	2021	0	0
2021-04-08	15	4	8	4	2	2021	0	0
2021-04-09	15	5	9	4	2	2021	0	0
2021-04-10	15	6	10	4	2	2021	1	0
2021-04-11	16	7	11	4	2	2021	1	0
2021-04-12	16	1	12	4	2	2021	0	0
2021-04-13	16	2	13	4	2	2021	0	0
2021-04-14	16	3	14	4	2	2021	0	0
2021-04-15	16	4	15	4	2	2021	0	0
2021-04-16	16	5	16	4	2	2021	0	0
2021-04-17	16	6	17	4	2	2021	1	0
2021-04-18	17	7	18	4	2	2021	1	0
2021-04-19	17	1	19	4	2	2021	0	0
2021-04-20	17	2	20	4	2	2021	0	0
2021-04-21	17	3	21	4	2	2021	0	0
2021-04-22	17	4	22	4	2	2021	0	0
2021-04-23	17	5	23	4	2	2021	0	0
2021-04-24	17	6	24	4	2	2021	1	0
2021-04-25	18	7	25	4	2	2021	1	0
2021-04-26	18	1	26	4	2	2021	0	0
2021-04-27	18	2	27	4	2	2021	0	0
2021-04-28	18	3	28	4	2	2021	0	0
2021-04-29	18	4	29	4	2	2021	0	0
2021-04-30	18	5	30	4	2	2021	0	0
2021-05-01	18	6	1	5	2	2021	1	1
2021-05-02	19	7	2	5	2	2021	1	0
2021-05-03	19	1	3	5	2	2021	0	0
2021-05-04	19	2	4	5	2	2021	0	1
2021-05-05	19	3	5	5	2	2021	0	0
2021-05-06	19	4	6	5	2	2021	0	0
2021-05-07	19	5	7	5	2	2021	0	0
2021-05-08	19	6	8	5	2	2021	1	0
2021-05-09	20	7	9	5	2	2021	1	1
2021-05-10	20	1	10	5	2	2021	0	0
2021-05-11	20	2	11	5	2	2021	0	0
2021-05-12	20	3	12	5	2	2021	0	1
2021-05-13	20	4	13	5	2	2021	0	0
2021-05-14	20	5	14	5	2	2021	0	0
2021-05-15	20	6	15	5	2	2021	1	0
2021-05-16	21	7	16	5	2	2021	1	0
2021-05-17	21	1	17	5	2	2021	0	0
2021-05-18	21	2	18	5	2	2021	0	0
2021-05-19	21	3	19	5	2	2021	0	0
2021-05-20	21	4	20	5	2	2021	0	0
2021-05-21	21	5	21	5	2	2021	0	0
2021-05-22	21	6	22	5	2	2021	1	0
2021-05-23	22	7	23	5	2	2021	1	0
2021-05-24	22	1	24	5	2	2021	0	0
2021-05-25	22	2	25	5	2	2021	0	0
2021-05-26	22	3	26	5	2	2021	0	0
2021-05-27	22	4	27	5	2	2021	0	0
2021-05-28	22	5	28	5	2	2021	0	0
2021-05-29	22	6	29	5	2	2021	1	0
2021-05-30	23	7	30	5	2	2021	1	0
2021-05-31	23	1	31	5	2	2021	0	0
2021-06-01	23	2	1	6	2	2021	0	1
2021-06-02	23	3	2	6	2	2021	0	0
2021-06-03	23	4	3	6	2	2021	0	0
2021-06-04	23	5	4	6	2	2021	0	0
2021-06-05	23	6	5	6	2	2021	1	0
2021-06-06	24	7	6	6	2	2021	1	0
2021-06-07	24	1	7	6	2	2021	0	0
2021-06-08	24	2	8	6	2	2021	0	0
2021-06-09	24	3	9	6	2	2021	0	0
2021-06-10	24	4	10	6	2	2021	0	0
2021-06-11	24	5	11	6	2	2021	0	0
2021-06-12	24	6	12	6	2	2021	1	0
2021-06-13	25	7	13	6	2	2021	1	0
2021-06-14	25	1	14	6	2	2021	0	0
2021-06-15	25	2	15	6	2	2021	0	0
2021-06-16	25	3	16	6	2	2021	0	0
2021-06-17	25	4	17	6	2	2021	0	0
2021-06-18	25	5	18	6	2	2021	0	0
2021-06-19	25	6	19	6	2	2021	1	0
2021-06-20	26	7	20	6	2	2021	1	1
2021-06-21	26	1	21	6	2	2021	0	0
2021-06-22	26	2	22	6	2	2021	0	0
2021-06-23	26	3	23	6	2	2021	0	0
2021-06-24	26	4	24	6	2	2021	0	0
2021-06-25	26	5	25	6	2	2021	0	0
2021-06-26	26	6	26	6	2	2021	1	0
2021-06-27	27	7	27	6	2	2021	1	0
2021-06-28	27	1	28	6	2	2021	0	0
2021-06-29	27	2	29	6	2	2021	0	0
2021-06-30	27	3	30	6	2	2021	0	0
2021-07-01	27	4	1	7	3	2021	0	1
2021-07-02	27	5	2	7	3	2021	0	0
2021-07-03	27	6	3	7	3	2021	1	0
2021-07-04	28	7	4	7	3	2021	1	0
2021-07-05	28	1	5	7	3	2021	0	0
2021-07-06	28	2	6	7	3	2021	0	0
2021-07-07	28	3	7	7	3	2021	0	0
2021-07-08	28	4	8	7	3	2021	0	0
2021-07-09	28	5	9	7	3	2021	0	0
2021-07-10	28	6	10	7	3	2021	1	0
2021-07-11	29	7	11	7	3	2021	1	0
2021-07-12	29	1	12	7	3	2021	0	0
2021-07-13	29	2	13	7	3	2021	0	0
2021-07-14	29	3	14	7	3	2021	0	0
2021-07-15	29	4	15	7	3	2021	0	0
2021-07-16	29	5	16	7	3	2021	0	0
2021-07-17	29	6	17	7	3	2021	1	0
2021-07-18	30	7	18	7	3	2021	1	0
2021-07-19	30	1	19	7	3	2021	0	0
2021-07-20	30	2	20	7	3	2021	0	0
2021-07-21	30	3	21	7	3	2021	0	0
2021-07-22	30	4	22	7	3	2021	0	0
2021-07-23	30	5	23	7	3	2021	0	0
2021-07-24	30	6	24	7	3	2021	1	0
2021-07-25	31	7	25	7	3	2021	1	0
2021-07-26	31	1	26	7	3	2021	0	0
2021-07-27	31	2	27	7	3	2021	0	0
2021-07-28	31	3	28	7	3	2021	0	0
2021-07-29	31	4	29	7	3	2021	0	0
2021-07-30	31	5	30	7	3	2021	0	0
2021-07-31	31	6	31	7	3	2021	1	0
2021-08-01	32	7	1	8	3	2021	1	1
2021-08-02	32	1	2	8	3	2021	0	0
2021-08-03	32	2	3	8	3	2021	0	0
2021-08-04	32	3	4	8	3	2021	0	0
2021-08-05	32	4	5	8	3	2021	0	0
2021-08-06	32	5	6	8	3	2021	0	0
2021-08-07	32	6	7	8	3	2021	1	0
2021-08-08	33	7	8	8	3	2021	1	0
2021-08-09	33	1	9	8	3	2021	0	0
2021-08-10	33	2	10	8	3	2021	0	0
2021-08-11	33	3	11	8	3	2021	0	0
2021-08-12	33	4	12	8	3	2021	0	0
2021-08-13	33	5	13	8	3	2021	0	0
2021-08-14	33	6	14	8	3	2021	1	0
2021-08-15	34	7	15	8	3	2021	1	0
2021-08-16	34	1	16	8	3	2021	0	0
2021-08-17	34	2	17	8	3	2021	0	0
2021-08-18	34	3	18	8	3	2021	0	0
2021-08-19	34	4	19	8	3	2021	0	0
2021-08-20	34	5	20	8	3	2021	0	0
2021-08-21	34	6	21	8	3	2021	1	0
2021-08-22	35	7	22	8	3	2021	1	0
2021-08-23	35	1	23	8	3	2021	0	0
2021-08-24	35	2	24	8	3	2021	0	0
2021-08-25	35	3	25	8	3	2021	0	0
2021-08-26	35	4	26	8	3	2021	0	0
2021-08-27	35	5	27	8	3	2021	0	0
2021-08-28	35	6	28	8	3	2021	1	0
2021-08-29	36	7	29	8	3	2021	1	0
2021-08-30	36	1	30	8	3	2021	0	0
2021-08-31	36	2	31	8	3	2021	0	0
2021-09-01	36	3	1	9	3	2021	0	0
2021-09-02	36	4	2	9	3	2021	0	0
2021-09-03	36	5	3	9	3	2021	0	0
2021-09-04	36	6	4	9	3	2021	1	0
2021-09-05	37	7	5	9	3	2021	1	0
2021-09-06	37	1	6	9	3	2021	0	0
2021-09-07	37	2	7	9	3	2021	0	0
2021-09-08	37	3	8	9	3	2021	0	0
2021-09-09	37	4	9	9	3	2021	0	0
2021-09-10	37	5	10	9	3	2021	0	1
2021-09-11	37	6	11	9	3	2021	1	0
2021-09-12	38	7	12	9	3	2021	1	0
2021-09-13	38	1	13	9	3	2021	0	0
2021-09-14	38	2	14	9	3	2021	0	0
2021-09-15	38	3	15	9	3	2021	0	0
2021-09-16	38	4	16	9	3	2021	0	0
2021-09-17	38	5	17	9	3	2021	0	0
2021-09-18	38	6	18	9	3	2021	1	0
2021-09-19	39	7	19	9	3	2021	1	0
2021-09-20	39	1	20	9	3	2021	0	0
2021-09-21	39	2	21	9	3	2021	0	0
2021-09-22	39	3	22	9	3	2021	0	0
2021-09-23	39	4	23	9	3	2021	0	0
2021-09-24	39	5	24	9	3	2021	0	0
2021-09-25	39	6	25	9	3	2021	1	0
2021-09-26	40	7	26	9	3	2021	1	0
2021-09-27	40	1	27	9	3	2021	0	0
2021-09-28	40	2	28	9	3	2021	0	0
2021-09-29	40	3	29	9	3	2021	0	0
2021-09-30	40	4	30	9	3	2021	0	0
2021-10-01	40	5	1	10	4	2021	0	1
2021-10-02	40	6	2	10	4	2021	1	0
2021-10-03	41	7	3	10	4	2021	1	0
2021-10-04	41	1	4	10	4	2021	0	0
2021-10-05	41	2	5	10	4	2021	0	0
2021-10-06	41	3	6	10	4	2021	0	0
2021-10-07	41	4	7	10	4	2021	0	0
2021-10-08	41	5	8	10	4	2021	0	0
2021-10-09	41	6	9	10	4	2021	1	0
2021-10-10	42	7	10	10	4	2021	1	0
2021-10-11	42	1	11	10	4	2021	0	0
2021-10-12	42	2	12	10	4	2021	0	0
2021-10-13	42	3	13	10	4	2021	0	0
2021-10-14	42	4	14	10	4	2021	0	0
2021-10-15	42	5	15	10	4	2021	0	0
2021-10-16	42	6	16	10	4	2021	1	0
2021-10-17	43	7	17	10	4	2021	1	0
2021-10-18	43	1	18	10	4	2021	0	0
2021-10-19	43	2	19	10	4	2021	0	0
2021-10-20	43	3	20	10	4	2021	0	0
2021-10-21	43	4	21	10	4	2021	0	0
2021-10-22	43	5	22	10	4	2021	0	0
2021-10-23	43	6	23	10	4	2021	1	0
2021-10-24	44	7	24	10	4	2021	1	0
2021-10-25	44	1	25	10	4	2021	0	0
2021-10-26	44	2	26	10	4	2021	0	0
2021-10-27	44	3	27	10	4	2021	0	0
2021-10-28	44	4	28	10	4	2021	0	0
2021-10-29	44	5	29	10	4	2021	0	0
2021-10-30	44	6	30	10	4	2021	1	0
2021-10-31	45	7	31	10	4	2021	1	0
2021-11-01	45	1	1	11	4	2021	0	1
2021-11-02	45	2	2	11	4	2021	0	0
2021-11-03	45	3	3	11	4	2021	0	0
2021-11-04	45	4	4	11	4	2021	0	0
2021-11-05	45	5	5	11	4	2021	0	0
2021-11-06	45	6	6	11	4	2021	1	0
2021-11-07	46	7	7	11	4	2021	1	0
2021-11-08	46	1	8	11	4	2021	0	0
2021-11-09	46	2	9	11	4	2021	0	0
2021-11-10	46	3	10	11	4	2021	0	0
2021-11-11	46	4	11	11	4	2021	0	0
2021-11-12	46	5	12	11	4	2021	0	0
2021-11-13	46	6	13	11	4	2021	1	0
2021-11-14	47	7	14	11	4	2021	1	0
2021-11-15	47	1	15	11	4	2021	0	0
2021-11-16	47	2	16	11	4	2021	0	0
2021-11-17	47	3	17	11	4	2021	0	0
2021-11-18	47	4	18	11	4	2021	0	0
2021-11-19	47	5	19	11	4	2021	0	0
2021-11-20	47	6	20	11	4	2021	1	0
2021-11-21	48	7	21	11	4	2021	1	0
2021-11-22	48	1	22	11	4	2021	0	0
2021-11-23	48	2	23	11	4	2021	0	0
2021-11-24	48	3	24	11	4	2021	0	0
2021-11-25	48	4	25	11	4	2021	0	0
2021-11-26	48	5	26	11	4	2021	0	0
2021-11-27	48	6	27	11	4	2021	1	0
2021-11-28	49	7	28	11	4	2021	1	0
2021-11-29	49	1	29	11	4	2021	0	0
2021-11-30	49	2	30	11	4	2021	0	0
2021-12-01	49	3	1	12	4	2021	0	0
2021-12-02	49	4	2	12	4	2021	0	0
2021-12-03	49	5	3	12	4	2021	0	0
2021-12-04	49	6	4	12	4	2021	1	0
2021-12-05	50	7	5	12	4	2021	1	0
2021-12-06	50	1	6	12	4	2021	0	0
2021-12-07	50	2	7	12	4	2021	0	0
2021-12-08	50	3	8	12	4	2021	0	0
2021-12-09	50	4	9	12	4	2021	0	0
2021-12-10	50	5	10	12	4	2021	0	0
2021-12-11	50	6	11	12	4	2021	1	0
2021-12-12	51	7	12	12	4	2021	1	0
2021-12-13	51	1	13	12	4	2021	0	0
2021-12-14	51	2	14	12	4	2021	0	0
2021-12-15	51	3	15	12	4	2021	0	0
2021-12-16	51	4	16	12	4	2021	0	0
2021-12-17	51	5	17	12	4	2021	0	0
2021-12-18	51	6	18	12	4	2021	1	0
2021-12-19	52	7	19	12	4	2021	1	0
2021-12-20	52	1	20	12	4	2021	0	0
2021-12-21	52	2	21	12	4	2021	0	0
2021-12-22	52	3	22	12	4	2021	0	0
2021-12-23	52	4	23	12	4	2021	0	0
2021-12-24	52	5	24	12	4	2021	0	0
2021-12-25	52	6	25	12	4	2021	1	1
2021-12-26	53	7	26	12	4	2021	1	0
2021-12-27	53	1	27	12	4	2021	0	0
2021-12-28	53	2	28	12	4	2021	0	0
2021-12-29	53	3	29	12	4	2021	0	0
2021-12-30	53	4	30	12	4	2021	0	0
2021-12-31	53	5	31	12	4	2021	0	0
